trial_index,trial_type,response,story_pass,s_or_q,state,qtype,edge,altedge,slider_true_right,objective_pr,edge_count,altedge_count,ex_pr_edge,ex_pr_altedge,resp_objective,resp_ex_pr_edge,resp_ex_pr_altedge
233,html-slider-response,100.0,14,q,,Default,SubjectstaresXstare,SubjectstaresXshove,False,25.0,1.0,2.0,33.33333333333333,66.66666666666666,75.0,66.66666666666667,33.33333333333334
234,instructions,,14,s,Xstare,,,,,,130.0,130.0,50.0,50.0,,,
235,html-slider-response,100.0,14,q,,Default,XstareCreamsplash,XstareDessertcrumble,True,50.0,1.0,4.0,20.0,80.0,50.0,20.0,80.0
236,instructions,,14,s,Creamsplash,,,,,,131.0,131.0,50.0,50.0,,,
237,html-slider-response,0.0,14,q,,Default,CreamsplashCallpoliceman,CreamsplashBaristaorders,False,90.0,3.0,1.0,75.0,25.0,10.0,25.0,75.0
238,instructions,,14,s,Callpoliceman,,,,,,132.0,132.0,50.0,50.0,,,
239,html-slider-response,0.0,14,q,,Permute,CallpolicemanLovejuice,CallpolicemanLovejuice,False,100.0,1.0,1.0,50.0,50.0,0.0,50.0,50.0
240,instructions,,14,s,Lovejuice,,,,,,133.0,133.0,50.0,50.0,,,
241,html-slider-response,100.0,14,q,,Alter,LovejuiceEND,LovejuiceEND,True,100.0,7.0,7.0,50.0,50.0,100.0,50.0,50.0
242,instructions,,14,s,END,,,,,,134.0,134.0,50.0,50.0,,,
